MsgId,CmdCode,TimeRadians,SequenceCount,MsgLength,HasSecondaryHeader,MsgType,ApId,HeaderVersion,SegmentationFlag,FlowLengthInWindow,SlidingWindowMeanIntervalSec,SlidingWindowMaxIntervalSec,SlidingWindowMinIntervalSec,MessageCountInWindow,UniqueMessageIDsInWindow,AverageMessageLengthInWindow,MessageRateInWindow,StdDevMessageLengthInWindow,CommandErrorCounter,IngestErrors,MemoryAnonMB,MemoryFileMB,MemoryKernelstackMB,MemoryPageTableMB,MemorySocketMB,MemoryPercpuMB,MemoryShmemMB,MemorySlabUnreclaimableMB,MemoryPageFaults,Label
6323,1,1.68496,0,12,1,1,179,0,4,19.665197,0.385592,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.7345047,0,3
6276,0,1.68499,0,8,1,1,132,0,4,19.762041,0.387491,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.730636597,0,3
6277,4,1.68502,0,8,1,1,133,0,4,19.759979,0.387451,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.732444763,0,3
6298,0,1.685043,0,8,1,1,154,0,4,19.760263,0.387456,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.733413696,0,3
6318,0,1.685072,0,8,1,1,174,0,4,19.758287,0.387417,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727294922,0,3
6308,0,1.685102,0,8,1,1,164,0,4,19.763083,0.387511,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.729217529,0,3
6318,1,1.685132,0,8,1,1,174,0,4,19.767128,0.387591,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727119446,0,3
6308,1,1.685155,0,8,1,1,164,0,4,19.777042,0.387785,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.730072022,0,3
6331,0,1.685185,0,8,1,1,187,0,4,19.774357,0.387732,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.724700928,0,3
6150,0,1.685214,0,8,1,1,6,0,4,19.872032,0.389648,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726669312,0,3
6145,0,1.685237,0,8,1,1,1,0,4,19.777035,0.387785,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.29296875,0.0234375,0.000514984,1.25390625,0.726737976,0,3
6284,0,1.685274,0,8,1,1,140,0,4,19.980457,0.391774,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.56640625,4.55078125,0.78125,0.29296875,0.0234375,0.000514984,1.25390625,0.725891113,0,3
6288,0,1.685304,0,8,1,1,144,0,4,19.984941,0.391862,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.730377197,0,3
6280,0,1.685327,0,8,1,1,136,0,4,19.884991,0.389902,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727005005,0,3
6147,0,1.685356,0,8,1,1,3,0,4,19.885418,0.38991,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.731155396,0,3
6313,0,1.685379,0,8,1,1,169,0,4,19.885149,0.389905,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.56640625,4.55078125,0.78125,0.30078125,0.02734375,0.000514984,1.25390625,0.730583191,0,3
6293,0,1.685408,0,8,1,1,149,0,4,19.8859,0.38992,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.56640625,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.728927612,0,3
6149,2,1.685438,0,8,1,1,5,0,4,19.886269,0.389927,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.4765625,4.55078125,0.78125,0.2890625,0.03515625,0.000514984,1.25390625,0.733665466,0,3
6272,0,1.685461,0,8,1,1,128,0,4,19.7866,0.387973,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.56640625,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.724472046,0,3
6323,0,1.685491,0,8,1,1,179,0,4,19.792038,0.388079,0.612626,0.304829,52,17,8,2.6,0.78,0,0,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.722877502,0,3
6323,1,1.685521,0,12,1,1,179,0,4,19.590895,0.384135,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.725273132,0,3
6276,0,1.685551,0,8,1,1,132,0,4,19.590534,0.384128,0.612626,0.304829,52,17,8,2.6,0.96,0,0,5.5703125,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.725547791,0,3
6277,4,1.685573,0,8,1,1,133,0,4,19.897745,0.382649,0.612626,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726997376,0,3
6298,0,1.685602,0,8,1,1,154,0,4,19.993734,0.384495,0.612626,0.304829,53,17,8,2.65,0.95,0,0,5.5625,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.727378845,0,3
6318,0,1.685632,0,8,1,1,174,0,4,19.9963,0.384544,0.612626,0.304829,53,17,8,2.65,0.95,0,0,5.5625,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.729637146,0,3
6308,0,1.685655,0,8,1,1,164,0,4,19.389439,0.380185,0.511821,0.304829,52,17,8,2.6,0.96,0,0,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727180481,0,3
6318,1,1.685685,0,8,1,1,174,0,4,19.800074,0.380771,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.57421875,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.732002258,0,3
6308,1,1.685714,0,8,1,1,164,0,4,19.802179,0.380811,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.57421875,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726066589,0,3
6331,0,1.685737,0,8,1,1,187,0,4,19.801935,0.380807,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.729034424,0,3
6150,0,1.685767,0,8,1,1,6,0,4,19.797127,0.380714,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.729225159,0,3
6145,0,1.685796,0,8,1,1,1,0,4,19.799124,0.380753,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.730949402,0,3
6284,0,1.685826,0,8,1,1,140,0,4,19.898449,0.382663,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.72971344,0,3
6288,0,1.685849,0,8,1,1,144,0,4,19.802572,0.380819,0.511821,0.304829,53,17,8,2.65,0.95,0,0,5.5703125,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.728759766,0,3
6280,0,1.685879,0,8,1,1,136,0,4,19.899883,0.38269,0.511821,0.304829,53,17,8,2.65,0.78,0,0,5.5703125,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.725746155,0,3
6147,0,1.685901,0,8,1,1,3,0,4,19.798582,0.380742,0.511821,0.304829,53,17,8,2.65,0.78,0,0,5.5703125,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.731018066,0,3
6313,0,1.685931,0,8,1,1,169,0,4,19.798275,0.380736,0.511821,0.304829,53,17,8,2.65,0.78,0,0,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726387024,0,3
6293,0,1.68596,0,8,1,1,149,0,4,19.898685,0.382667,0.511821,0.304829,53,17,8,2.65,0.78,0,0,5.57421875,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.724456787,0,3
6149,2,1.685983,0,8,1,1,5,0,4,19.80295,0.380826,0.511821,0.304829,53,17,8,2.65,0.78,0,0,5.57421875,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.724334717,0,3
