MsgId,CmdCode,TimeRadians,MsgLength,ApId,FlowLengthInWindow,SlidingWindowMeanIntervalSec,SlidingWindowMaxIntervalSec,SlidingWindowMinIntervalSec,MessageCountInWindow,UniqueMessageIDsInWindow,AverageMessageLengthInWindow,MessageRateInWindow,StdDevMessageLengthInWindow,MemoryAnonMB,MemoryFileMB,MemoryKernelstackMB,MemoryPageTableMB,MemorySocketMB,MemoryPercpuMB,MemoryShmemMB,MemorySlabUnreclaimableMB,Label
6149.0,2.0,1.683202,8.0,5.0,8.990161,0.473166,1.715681,0.308234,20.0,17.0,8.0,1.0,0.89,5.55859375,4.546875,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.729103088,3.0
6272.0,0.0,1.683232,8.0,128.0,9.405095,1.9439913574159768,31.190408148319534,0.308234,21.0,17.0,8.0,1.05,0.87,5.55859375,4.546875,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.735466003,3.0
6323.0,0.0,1.683255,8.0,179.0,56.77520674012884,2.7035826640897493,10.021552094968284,1.800441392333688,22.0,17.0,46.72920942747881,6.425266296278337,4.9649785016696235,32.468586433253094,26.581801261236723,4.563399358152227,1.7340917560978464,0.13690198074456683,0.0030080993984750934,7.324255969834325,4.282687908290129,3.0
6323.0,1.0,1.683285,12.0,179.0,55.32675785648322,3.2691183108212596,25.965189953558742,1.6836252070408757,23.0,17.0,43.69732624021687,1.15,6.445355620431988,30.36196056632256,24.85712161613899,4.267317015646179,1.6215804659455477,0.12801951046938537,0.0028129279820614805,6.849043810112116,3.991900043958911,3.0
6276.0,0.0,1.683314,8.0,132.0,38.32648902279688,2.4699517631780354,24.722934095387377,1.1211497623798836,24.0,17.0,29.09866562105111,1.2,4.182933183026097,20.218457606814322,16.552707738537375,2.841666564555773,1.0798332945311935,0.08524999693667318,0.0018731684020239232,4.560874836112015,2.6801855311370106,3.0
6277.0,4.0,1.683337,8.0,133.0,10.895320351548822,0.6450354693695721,1.3852115307249953,0.44528518316039634,25.0,17.0,9.763166875749125,1.1997931259822618,-0.6121709814872363,5.557036074143756,4.488119663854061,0.781323696298888,0.29747766823243665,0.02349568710821587,0.0005157838733150626,1.0999310716531931,0.7380319728887557,3.0
6298.0,0.0,1.683367,8.0,154.0,11.260117,0.450405,1.715681,0.307193,26.0,17.0,8.0,1.3,1.11,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.728759766,3.0
6318.0,0.0,1.68339,8.0,174.0,11.574176,0.445161,1.715681,0.307193,27.0,17.0,8.0,1.35,1.09,5.5625,4.55078125,0.78125,0.30078125,0.02734375,0.000514984,1.25390625,0.728424072,3.0
6308.0,0.0,1.683419,8.0,164.0,11.981116,1.0930316438298804,19.24642038340677,0.307193,28.0,17.0,8.0,1.4,1.07,5.5625,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.728027344,3.0
6318.0,1.0,1.683449,8.0,174.0,12.388221,0.442437,1.715681,0.307193,29.0,17.0,8.0,1.45,1.05,5.5625,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.722412109,3.0
6308.0,1.0,1.683471,8.0,164.0,81.21589478644599,3.621766415057667,34.79263931151806,1.9536752068115524,30.0,17.0,51.185537991054204,1.5,6.590138016348229,35.58994438440487,29.116773320106518,4.998587694438887,1.899463323886777,0.17495056930536104,0.0032949666370981324,8.022733249574413,4.644683782775342,3.0
6331.0,0.0,1.683501,8.0,187.0,74.32918482266626,2.4776417628928997,9.731359893690186,1.7319369281460313,31.0,17.0,45.37608048904283,8.791615594752049,5.785450262352961,31.550555965037592,25.812077036003366,4.431257860258088,1.6838779868980738,0.13293773580774265,0.002920994429321154,7.112168865714232,4.117997355926039,3.0
6150.0,0.0,1.68353,8.0,6.0,13.509501,0.43579,1.715681,0.305348,32.0,17.0,8.0,1.6,1.0,5.5625,4.55078125,0.78125,0.30078125,0.03515625,0.000514984,1.25390625,0.732154846,3.0
6145.0,0.0,1.683553,8.0,1.0,13.820853,1.2089565211069762,26.581425675423237,0.305348,33.0,17.0,8.0,1.65,0.98,5.5625,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.73387146,3.0
6284.0,0.0,1.683583,8.0,140.0,69.91623222904839,2.1186726618241067,8.428614497144553,1.500081063714114,34.0,17.0,39.30154613658158,8.351578554023584,4.765312469060516,27.32685629809188,22.356592406795674,3.8380416149005447,1.4776460217367098,0.11514124844701634,0.002529958429450166,6.160056791915374,3.575488082990199,3.0
6288.0,0.0,1.683606,8.0,144.0,14.542746,0.427728,1.715681,0.305348,35.0,17.0,8.0,1.75,0.96,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.722877502,3.0
6280.0,0.0,1.683635,8.0,136.0,54.39197796831782,2.1125602958609533,25.789000393402183,1.1108075800165513,36.0,17.0,29.102730786291083,1.8,3.419570867389202,20.23549249984302,16.555020198256404,2.8420635533487384,1.0799841502725207,0.08526190660046215,0.001873430088905916,4.561512003124726,2.6483924648651826,3.0
6147.0,0.0,1.683665,8.0,3.0,72.14309888183806,2.003977317046344,8.057203067307027,1.4339791850560017,37.0,17.0,37.56970237384235,8.687993673951043,4.367477900959173,26.122683681812255,21.37143714137028,3.6689162474455417,1.3941881740293058,0.11006748742336625,0.0024184744509113533,5.888610577150095,3.531511034595891,3.0
6313.0,0.0,1.683695,8.0,169.0,92.67498923754368,2.3018301094533773,9.954914623514243,1.5241369607628972,38.0,17.0,57.747899135222674,11.251060932447276,7.46198087029163,32.600049202234665,27.727912783469787,4.66903001325537,1.7719684965456541,0.1632404715847062,0.003081358667187417,7.413504974504636,4.391725461295782,3.0
6293.0,0.0,1.683717,8.0,149.0,16.38511277511625,0.8390865032434888,17.180340903414702,0.3405911642584103,39.0,17.0,10.150991797187034,1.95,0.18918929012421004,5.5009420843493935,4.580335768606862,0.781531771530253,0.2960975280033349,0.02333318965810918,0.0005146353420713898,1.2624808015956288,0.7305183189174043,3.0
6149.0,2.0,1.683747,8.0,5.0,16.485098,0.422695,1.715681,0.305348,40.0,17.0,8.0,2.0,0.89,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.729972839,3.0
6272.0,0.0,1.683769,8.0,128.0,16.794006,0.7759746223275996,15.960665893103982,0.305348,41.0,17.0,8.0,2.05,0.88,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.73072052,3.0
6323.0,0.0,1.683799,8.0,179.0,121.79790298242467,2.970679524314778,12.1485995546379,2.1621446975338503,42.0,17.0,56.647358359219,14.869931569294987,6.160400221565066,39.38761635914446,32.22371703539557,5.53196858976748,2.1021480641116423,0.1659590576930244,0.0036465603996580047,8.878809586576805,5.178711336597396,3.0
6323.0,1.0,1.683821,12.0,179.0,17.509256,0.416887,1.715681,0.305348,43.0,17.0,8.0,2.15,1.06,5.56640625,4.55078125,0.78125,0.30078125,0.02734375,0.000514984,1.25390625,0.730285645,3.0
6276.0,0.0,1.683851,8.0,132.0,90.50829207532489,2.6473500162238106,31.994520776115696,1.5424491651179106,44.0,17.0,40.41157407595034,2.2,5.253504629873545,28.118404813588494,22.988029198477612,3.9464427808545253,1.5193804706289924,0.11839328342563576,0.0026014142579911513,6.334040663271513,3.6956663837462385,3.0
6277.0,4.0,1.683881,8.0,133.0,18.324755,0.416472,1.715681,0.305348,45.0,17.0,8.0,2.25,1.03,5.56640625,4.55078125,0.78125,0.30078125,0.03515625,0.000514984,1.25390625,0.73109436,3.0
6298.0,0.0,1.68391,8.0,154.0,114.77887494366345,2.5506415292492646,10.512743587723945,1.871003542630787,46.0,17.0,49.019572229214845,14.093127015899267,6.249995459224893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6318.0,0.0,1.683932,8.0,174.0,100.09954429089828,2.1760753353036315,9.02069969592117,1.6054573144717097,47.0,17.0,42.06236332241795,12.355819225960273,5.310373369455267,29.24648699761873,23.927076792293416,4.107652668204878,1.5609080139178537,0.12322958004614634,0.0027076805141540107,6.59278253246883,3.825331773337137,3.0
6308.0,0.0,1.683962,8.0,164.0,19.389765835931033,0.45930492334042555,1.5885016940414642,0.020714968607394968,48.0,17.0,9.64155104428773,2.41264613882226,1.912697249979348,5.45624247235129,4.403865145497205,0.7813342895574317,0.2957081331014552,0.023363802651559733,0.0005147866264887379,1.3169269040294271,0.7175007545445625,3.0
6318.0,1.0,1.683992,8.0,174.0,19.857052,0.413689,1.715681,0.305348,49.0,17.0,8.0,2.45,0.99,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.731468201,3.0
6308.0,1.0,1.684022,8.0,164.0,18.553223,0.991390097437061,29.641916676978926,0.305348,49.0,17.0,8.0,2.45,0.99,5.56640625,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.728698731,3.0
6331.0,0.0,1.684052,8.0,187.0,19.232420391545013,0.3711110931284262,0.5430259850904571,0.28533247445883875,50.0,17.0,7.518215514067117,2.605135610364255,-0.21947180274817102,5.852987734417514,4.476750452956202,0.7808613745881449,0.2965584918627395,0.02338995789392274,0.0005158924526773703,1.2318483087392567,0.7322044543911503,3.0
6150.0,0.0,1.684096,8.0,6.0,183.57881779614047,3.6715759807333423,5.725841487357372,2.864083831025081,51.0,17.0,75.03789331582539,23.91832849441934,9.098344564543828,52.17478519615984,42.68512974264481,7.327919269123573,2.7846093222669577,0.21983757807370718,0.004830414306419627,11.761310426943334,6.846237384412443,3.0
6145.0,0.0,1.684126,8.0,1.0,162.04560030512877,3.7616737012428345,34.749771118885825,2.4760483289862867,52.0,17.0,64.87151260820536,2.6,7.784581512984643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6284.0,0.0,1.684148,8.0,140.0,19.683937,0.38596,0.610448,0.305348,52.0,17.0,8.0,2.6,0.96,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.728187561,3.0
6288.0,0.0,1.684178,8.0,144.0,82.8833498704504,1.8860908832818264,18.87505600075665,1.4957297595180488,52.0,17.0,22.65451540873204,2.6,2.506437030059521,23.656906502577815,18.95284510080549,3.312574911976082,1.2541518547229855,0.11752227470807866,0.0021875863559078033,5.537657556790893,3.081292456021453,3.0
6280.0,0.0,1.6842,8.0,136.0,19.985754,0.384342,0.610448,0.305348,53.0,17.0,8.0,2.65,0.78,5.5625,4.55078125,0.78125,0.30078125,0.02734375,0.000514984,1.25390625,0.729164124,3.0
6147.0,0.0,1.684245,8.0,3.0,19.77475,0.9525613241637585,29.41851353235168,0.305348,52.0,17.0,8.0,2.6,0.78,5.5625,4.55078125,0.78125,0.30078125,0.0234375,0.000514984,1.25390625,0.729011536,3.0
6313.0,0.0,1.684274,8.0,169.0,127.27447554611223,2.936629295929598,26.437013599022563,1.9655404875859765,52.0,17.0,51.496403777617054,2.6,5.020899368317663,35.80609325162436,29.293608594201107,5.028945681407915,1.9109993589350078,0.15086837044223747,0.0033149780003765427,8.071457818659704,4.700590887130222,3.0
6293.0,0.0,1.684297,8.0,149.0,19.681409984150932,0.3592545344697827,0.40470868187013187,0.239278385345724,52.0,17.0,8.910895562416414,2.5632463092606375,2.047243910584056,5.391051260374072,4.588312151092043,0.7810122130266743,0.29643685191196134,0.02702533978020334,0.0005135527455321629,1.3204815192672403,0.7496770140124491,3.0
6149.0,2.0,1.684327,8.0,5.0,19.672415,0.872193815666099,25.422076598971046,0.305348,52.0,17.0,8.0,2.6,0.78,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727912903,3.0
6272.0,0.0,1.684357,8.0,128.0,89.15184513867936,2.291157718932497,30.45958130213241,1.3767906785925748,52.0,17.0,36.07138552975817,2.6,3.5169600891514214,25.080885251159977,20.5191231162931,3.522596243140446,1.3385865723933694,0.10567788729421337,0.0023220233007071227,5.653766970240416,3.282275371417783,3.0
6323.0,0.0,1.684379,8.0,179.0,71.54107906462339,2.149910995014439,18.73543582569057,1.6431459536489568,52.0,17.0,31.63399508987439,2.6,4.066103890713501,19.62558542658203,16.441291530871876,2.8047765814019425,1.065984230891683,0.09652341190634316,0.0018524097403343992,4.380616538128147,2.6114567436594807,3.0
6323.0,1.0,1.684409,12.0,179.0,112.08281985753487,2.1977022384303253,3.4904907162372583,1.7397471854306126,52.0,17.0,45.580706221900584,14.81372952211769,5.46968474662807,31.715090999125163,25.92847790454794,4.451240841982479,1.691471519953342,0.13353722525947437,0.0029341668016224062,7.144241551381879,4.182644970163314,3.0
6276.0,0.0,1.684431,8.0,132.0,117.83405448084184,2.5526262325857685,18.515065976779255,1.8005994893727806,53.0,17.0,47.17501314887356,2.65,5.602032811428735,32.82441100446525,26.835395663299657,4.6069348778196835,1.7506352535714798,0.20731206950188577,0.003036797121432438,7.394130478900593,4.312837873272384,3.0
6277.0,4.0,1.684461,8.0,133.0,143.2324854914881,3.7272046330838142,27.596179307387835,2.981097651835574,53.0,17.0,60.219624059044286,2.65,10.319519423479134,42.819728260202524,33.0460305904819,5.594153414882068,2.1290808522723945,0.1996677522712376,0.003697433452657826,8.569843477050107,5.2039816415959885,3.0
6298.0,0.0,1.684491,8.0,154.0,186.35747040967686,3.6540676757246575,5.803932755790755,2.8928241033113116,52.0,17.0,75.79087738085886,24.63203514877913,9.094905285703062,52.73535169322455,43.1134629632327,7.401452869224498,2.812552090305309,0.22204358607673494,0.0048788861496380275,11.879331855105319,6.8754726687796035,3.0
6318.0,0.0,1.684513,8.0,174.0,19.976645,0.7916152470970226,21.79998684904517,0.305348,53.0,17.0,8.0,2.65,0.95,5.56640625,4.55078125,0.78125,0.296875,0.03515625,0.000514984,1.25390625,0.73009491,3.0
6308.0,0.0,1.684543,8.0,164.0,88.27929557911489,2.3364695799208555,3.0043194729163063,1.9638224189865425,53.0,17.0,29.038205800771376,11.609442618040775,5.0280757964084914,24.96488391340623,20.212165753816507,3.5191744719661138,1.3365994149683753,0.10681303930251945,0.0023214407120730448,5.602583467133264,3.2884083774425497,3.0
6318.0,1.0,1.684572,8.0,174.0,19.973513,0.7853918998717393,21.479492793330447,0.305348,53.0,17.0,8.0,2.65,0.95,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.73248291,3.0
6308.0,1.0,1.684595,8.0,164.0,19.873919,0.382191,0.612626,0.305348,53.0,17.0,8.0,2.65,0.95,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.729431152,3.0
6331.0,0.0,1.684624,8.0,187.0,19.974216,0.8924465253602628,27.045605318733664,0.305348,53.0,17.0,8.0,2.65,0.95,5.5625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726913452,3.0
6150.0,0.0,1.684654,8.0,6.0,19.975855,0.384151,0.612626,0.305348,53.0,17.0,8.0,2.65,0.95,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.72706604,3.0
6145.0,0.0,1.684677,8.0,1.0,19.865749,0.8572913573652018,25.32600858299049,0.304829,53.0,17.0,8.0,2.65,0.95,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.72858429,3.0
6284.0,0.0,1.684706,8.0,140.0,19.961502,0.9331788366207292,29.176425504277915,0.304829,53.0,17.0,8.0,2.65,0.95,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.726852417,3.0
6288.0,0.0,1.684744,8.0,144.0,19.656116,0.385414,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727180481,3.0
6280.0,0.0,1.684766,8.0,136.0,93.09360740093737,1.7902641014791383,2.8561072885130923,1.4211351275495285,53.0,17.0,37.29658602165879,12.354494119674474,3.636417137111732,25.950993691828014,21.216075544547113,3.6422447286776163,1.3840529968974942,0.10926734186032849,0.002400893131972241,5.845802789527574,3.388888194645522,3.0
6147.0,0.0,1.684796,8.0,3.0,19.224355072140483,0.3671152721921448,0.5775660531621609,0.2570108829840714,52.0,17.0,10.40110389704288,2.5653283114110144,-0.11543663598282572,5.733247891409294,4.504255561596904,0.7808826982253774,0.297992920652414,0.03510359447192472,0.0005155255216557407,1.2345873236496074,0.7174388079471476,3.0
6313.0,0.0,1.684818,8.0,169.0,19.958181,0.383811,0.612626,0.304829,53.0,17.0,8.0,2.65,0.78,5.5625,4.55078125,0.78125,0.296875,0.02734375,0.000514984,1.25390625,0.728858948,3.0
6293.0,0.0,1.684848,8.0,149.0,19.652437,0.9264923229727308,28.21129247160927,0.304829,52.0,17.0,8.0,2.6,0.78,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.738494873,3.0
6149.0,2.0,1.684878,8.0,5.0,66.14469190550486,0.9962722163725963,2.3616743388270285,0.9449360111905419,52.0,17.0,25.211988567269934,8.968710357811164,3.5047292903543465,20.022284232191254,15.853880739537937,2.654746321807329,1.0103338114765195,0.12013751316540079,0.0017497464887897929,4.053490318325282,2.4682582272381577,3.0
6272.0,0.0,1.684908,8.0,128.0,19.760651,0.387464,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727584839,3.0
6323.0,0.0,1.684938,8.0,179.0,19.75861,0.387424,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.729019165,3.0
6323.0,1.0,1.68496,12.0,179.0,19.665197,0.385592,0.612626,0.304829,52.0,17.0,8.0,2.6,0.96,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.7345047,3.0
6276.0,0.0,1.68499,8.0,132.0,148.4709212814434,2.911194534930263,4.6026190625232255,2.290160336338798,52.0,17.0,60.103476672857184,19.533629918678585,7.212417200742862,41.849393425534345,34.18972183783136,5.86948014383371,2.2304024546568098,0.17608440431501127,0.0038690411038618355,9.420515630853103,5.489224958015657,3.0
6277.0,4.0,1.68502,8.0,133.0,19.759979,0.7739539526992462,20.324276587661558,0.304829,52.0,17.0,8.0,2.6,0.96,5.56640625,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.732444763,3.0
6298.0,0.0,1.685043,8.0,154.0,191.6842410014112,3.758513197999581,5.942772615310361,2.956990779941501,52.0,17.0,77.60392298479478,25.221274970058303,9.312470758175373,53.99687024088504,44.14480970570602,7.578508103983865,2.879833079513869,0.22735524311951594,0.004995597334300194,12.163505506894104,7.114472497547211,3.0
6318.0,0.0,1.685072,8.0,174.0,71.2999631365493,1.8331927956166911,24.403670265689854,1.1000091487157357,52.0,17.0,28.868884488437402,2.6,3.464266138612488,20.10108851587487,16.421997279799598,2.819227000823965,1.0713062603131067,0.08457681002471895,0.001858376701174181,4.524859336322464,2.624524136530636,3.0
6308.0,0.0,1.685102,8.0,164.0,155.24416696902708,4.677387940993478,4.966704719366312,1.9725820520718047,52.0,17.0,48.1495805900052,20.034058553999024,20.489501082762413,41.20413856974181,35.639256285174,6.162447334797739,2.340883992419429,0.21242418988338901,0.00405480306497307,9.676119027831351,5.6554506652132215,3.0
6318.0,1.0,1.685132,8.0,174.0,19.767128,0.387591,0.612626,0.304829,52.0,17.0,8.0,2.6,0.96,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.727119446,3.0
6308.0,1.0,1.685155,8.0,164.0,68.0487362357779,1.3342884735336624,2.107920137155985,1.0488539296228394,52.0,17.0,27.526355553384736,8.946065554850039,3.3031626664061684,19.152859699010374,15.658302841647078,2.6881206595102283,1.0214858506138866,0.12096542967796027,0.0017719540860380357,4.3144336585139165,2.5120277571438154,3.0
6331.0,0.0,1.685185,8.0,187.0,63.82209342298018,0.769504613221396,1.3645388518398394,0.8407799608089409,52.0,17.0,25.384236028553183,8.429669034678176,7.773694775800011,19.1512765771664,15.001398964079458,2.552747381866684,0.97058043583548,0.07650731384197454,0.0016858205987619,3.9555802948830427,2.3718103672096054,3.0
6150.0,0.0,1.685214,8.0,6.0,152.39399982927654,2.536837593990376,4.3972040481710355,3.4531765530179652,52.0,17.0,59.301539912511714,19.8857044270058,7.62675635687076,40.75090407073924,32.83221826186327,5.942941525302408,2.2584103232232695,0.17718111435123116,0.003923856341316671,9.813200237741222,5.585707841675827,3.0
6145.0,0.0,1.685237,8.0,1.0,19.823554773568016,0.37637051500078234,0.4782598565731624,0.2959525327123899,52.0,17.0,6.358230702461034,2.596518032947689,1.4532806446754185,5.20646584179887,4.733572310884679,0.781947536575212,0.2929023198416483,0.024116246811016456,0.0005153569977016015,1.2573405169302498,0.724825464959418,3.0
6284.0,0.0,1.685274,8.0,140.0,19.980457,0.391774,0.612626,0.304829,52.0,17.0,8.0,2.6,0.96,5.56640625,4.55078125,0.78125,0.29296875,0.0234375,0.000514984,1.25390625,0.725891113,3.0
6288.0,0.0,1.685304,8.0,144.0,19.984941,0.391862,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.730377197,3.0
6280.0,0.0,1.685327,8.0,136.0,137.966376754625,2.620953075148411,23.168242962148163,2.760774172609175,52.0,17.0,52.23417321391415,2.6,-3.7621009755224066,38.60140526929332,31.81944469185238,5.364155273047095,2.0349908305389044,0.16106590999417908,0.0035328618095834827,7.8857456637491365,4.954206457857336,3.0
6147.0,0.0,1.685356,8.0,3.0,19.885418,0.38991,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.5703125,4.55078125,0.78125,0.296875,0.0234375,0.000514984,1.25390625,0.731155396,3.0
6313.0,0.0,1.685379,8.0,169.0,103.74647045001068,2.053933694963329,23.937685857241934,1.833785276925247,52.0,17.0,38.889634003581456,2.6,4.612221308808129,30.963800209182647,24.0932529450685,4.147471269505421,1.5993039347345464,0.14401338235002256,0.002735605056435557,6.443093362299226,3.869295091734359,3.0
6293.0,0.0,1.685408,8.0,149.0,113.98295426843352,2.2349621353998357,3.5114790550919674,1.7472334652538895,52.0,17.0,45.85478324579064,14.902804554881959,4.470841366464588,31.90579400647054,26.084385977219775,4.478006176346742,1.7240323778934958,0.13434018529040226,0.002951809961881281,7.187199913036522,4.178102206266472,3.0
6149.0,2.0,1.685438,8.0,5.0,19.886269,0.389927,0.612626,0.304829,52.0,17.0,8.0,2.6,0.78,5.4765625,4.55078125,0.78125,0.2890625,0.03515625,0.000514984,1.25390625,0.733665466,3.0
